,in,out1,out2
25,1901SpringR9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
26,1901SpringR41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
27,1901SpringR4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
28,1901FallE0,NTH3132:NWG2226:YOR1685:EDI1000:ENC879:WAL398:LON238:LVP170:CLY5,NTH19995:NWG13846:YOR10898:EDI6734:ENC5384:LON3595:LVP2972:WAL2924:CLY66:BAR2:SKA1
29,1901FallE9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
30,1901FallE41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
31,1901FallE4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
32,1901FallF0,MAO2794:SPA2173:BUR1466:PIC1306:MAR1137:GAS427:ENC348:BRE267:PAR190:PIA57,MAO17296:SPA15028:BUR7725:PIC7640:MAR6816:BRE3522:PAR3025:GAS2858:ENC1686:PIA550:POR6:WMS3:SPA(NorthCoast)2:SPA(SouthCoast)1:NAO1:NAF1
33,1901FallF9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
34,1901FallF41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
35,1901FallF4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
36,1901FallI0,IOS1951:VEN1604:APU735:TYR469:NAP409:PIA328:TYS303:ROM288:TUS197:TRI150,IOS17720:VEN15679:APU6050:NAP5905:ROM4867:TYS4392:PIA3900:TYR3111:TUS2977:TRI887:GOL6:BOH1:ADS1
37,1901FallI9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
38,1901FallI41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
39,1901FallI4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
40,1901FallG0,KIE3433:RUH2099:DEN1353:HOL1065:MUN860:BUR253:BER196:SIL162:PRU117:TYR76:BAL58:HEL57:BOH32,KIE18601:RUH11106:DEN8262:HOL7338:MUN6946:BER3009:SIL1490:BUR1141:PRU996:HEL687:TYR489:BAL474:BOH434:SKA2:BEL2:WAR1
41,1901FallG9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
42,1901FallG41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
43,1901FallG4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
44,1901FallA0,SER2446:ALB2403:TRI1262:BUD908:VIE579:GAL539:RUM277:ADS193:TYR149:BOH31:VEN24,SER14373:ALB12333:TRI10554:BUD7230:VIE6109:GAL2543:RUM2499:ADS2202:TYR1211:BOH488:VEN180:IOS8:APU7:GRE4:SIL2:UKR2:MUN2:BUL1:PIA1
45,1901FallA9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
46,1901FallA41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
47,1901FallA4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
48,1901FallT0,BUL3547:CON2973:ANK2084:BLA1555:ARM619:SMY532:SYR2,BUL14545:CON12759:ANK10965:BLA5418:SMY3850:ARM2698:SYR24
49,1901FallT9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
50,1901FallT41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
51,1901FallT4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
52,1901FallR0,GOB4145:UKR3553:SEV2254:GAL1546:WAR1377:RUM1221:STP756:BLA625:LIV322:MOS297:STP(SouthCoast)221:SIL191:FIN170:PRU71:ARM22:BUD1,GOB17178:UKR14714:SEV10842:WAR9787:RUM6139:GAL5398:STP3153:MOS2658:STP(SouthCoast)2486:BLA2235:LIV2158:SIL834:FIN761:PRU376:ARM154:BAL9:BUD1:BOH1:ANK1
53,1901FallR9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
54,1901FallR41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
55,1901FallR4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
56,1902SpringE0,LON2479:NWY2408:NTH2237:EDI1611:BEL786:LVP625:ENC555:YOR554:NWG517:DEN305:HOL164:WAL137:BAR131:BRE91:MAO50:SKA47:PIC13:CLY3:HEL1:NAO1,NTH14009:LON13573:NWY13546:EDI9054:YOR4827:LVP4323:ENC4176:NWG4153:BEL3303:WAL1901:DEN1225:BAR907:HOL648:BRE613:SKA329:MAO287:PIC138:IRS56:NAO36:CLY35:HEL18:POR1
57,1902SpringE9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
58,1902SpringE41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
59,1902SpringE4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
60,1902SpringF0,POR2675:PAR2476:MAR2316:BRE2300:SPA2266:BEL1369:BUR729:PIC405:SPA(SouthCoast)354:ENC280:MAO258:MUN160:PIA52:GAS46:SPA(NorthCoast)45:LON40:RUH27:WMS24:IRS24:VEN8:NAO7:WAL5:TUS5:NTH5:NAF4:TYR3,POR14864:SPA14201:PAR14055:MAR13637:BRE12700:BEL6036:BUR5013:PIC3595:MAO2470:SPA(SouthCoast)1698:ENC1549:MUN746:GAS599:SPA(NorthCoast)437:PIA402:WMS196:RUH119:LON113:IRS108:WAL71:TUS70:TYR39:VEN33:NAO29:NAF21:NTH21
61,1902SpringF9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
62,1902SpringF41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
63,1902SpringF4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
64,1902SpringI0,NAP1563:TUN1525:VEN1440:IOS827:ROM660:TRI429:TYR427:GRE240:PIA217:APU182:TYS112:VIE96:TUS79:MAR78:SER29:BOH29:MUN25:BUD11:ALB7:AES5:EMS3:ADS2,TUN14594:VEN14161:NAP14022:IOS7951:ROM6840:TYR3383:PIA3239:APU2638:TRI2346:TYS1911:TUS1577:GRE1533:MAR592:VIE421:MUN326:BOH168:GOL107:SER102:ALB96:ADS63:BUD62:AES39:EMS18:WMS10
65,1902SpringI9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
66,1902SpringI41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
67,1902SpringI4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
68,1902SpringG0,KIE2994:MUN2727:HOL2707:BER2524:DEN2211:BEL1015:RUH856:SWE323:BUR229:SIL176:PRU94:TYR88:NTH70:BAL43:WAR43:BOH42:PAR30:SKA22:HEL22:MAR21:LIV15:VIE13:VEN11:GAS6:TRI4:PIA4:GAL1:PIC1:GOB1,KIE15934:HOL14462:MUN14180:BER13432:DEN11387:RUH5391:BEL4004:SIL1417:SWE1317:BUR1207:PRU680:BOH550:TYR531:BAL371:HEL301:WAR288:NTH191:PAR133:VIE126:LIV114:SKA97:MAR63:VEN33:GAS32:GAL24:GOB20:TRI15:PIA12:PIC3
69,1902SpringG9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
70,1902SpringG41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
71,1902SpringG4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
72,1902SpringA0,BUD2458:TRI2343:SER2335:VIE2294:GRE1701:RUM555:ALB482:GAL393:VEN169:ADS109:TYR98:IOS73:BOH61:BUL54:WAR41:SEV23:MUN17:UKR11:SIL4:APU2,BUD13572:TRI13341:SER13170:VIE12635:GRE6581:ALB3705:RUM2442:GAL2142:ADS1648:TYR908:VEN848:IOS459:BOH412:WAR181:BUL171:MUN108:UKR81:SEV58:SIL33:APU32:PIA12
73,1902SpringA9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
74,1902SpringA41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
75,1902SpringA4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
76,1902SpringT0,CON3715:BUL3351:SMY3273:ANK2252:BLA2188:GRE1250:RUM580:ARM514:SEV382:AES243:SER201:BUL(SouthCoast)125:BUL(EastCoast)50:SYR5,CON16055:SMY14314:BUL13412:ANK10370:BLA8048:GRE3573:ARM2438:RUM1764:AES1237:SEV1185:SER602:BUL(SouthCoast)432:BUL(EastCoast)197:SYR36
77,1902SpringT9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
78,1902SpringT41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
79,1902SpringT4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
80,1902SpringR0,RUM2565:SWE2538:WAR2295:SEV2261:MOS1439:GAL1290:UKR1267:STP(NorthCoast)1203:STP935:GOB756:BLA542:FIN252:STP(SouthCoast)239:SIL176:LIV131:NWY107:PRU103:ARM89:BAL69:VIE62:BUD51:BOH32:MUN24:BUL(EastCoast)17:BER13:CON12:ANK3,WAR11506:SEV11063:SWE10253:RUM9902:UKR7746:MOS6966:GOB5902:GAL5443:STP5010:STP(NorthCoast)3743:BLA2241:STP(SouthCoast)1970:FIN1224:LIV1216:SIL1016:PRU844:NWY527:ARM444:BAL414:VIE313:BUD292:MUN112:BOH109:BER99:BUL(EastCoast)63:ANK42:CON25:BUL1
81,1902SpringR9,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
82,1902SpringR41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
83,1902SpringR4,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
84,1902FallE0,NTH2450:NWY1410:ENC1203:NWG770:BEL761:LON722:SKA633:SWE483:YOR472:BAR344:HOL322:DEN315:IRS311:EDI296:WAL221:HEL199:STP190:STP(NorthCoast)164:PIC151:BRE113:MAO94:FIN72:LVP70:NAO61:KIE57:BUR12:PAR12:RUH11:CLY11:GAS9:POR7:BAL3:SPA(NorthCoast)1:NAF1:WMS1,NTH14236:NWY8385:LON6886:ENC6471:NWG4877:YOR4281:BEL2964:EDI2847:SKA2694:WAL2061:BAR2058:SWE1797:IRS1515:DEN1359:LVP1263:HOL1037:STP(NorthCoast)852:STP791:HEL741:PIC685:BRE601:FIN594:MAO468:NAO373:CLY149:KIE123:POR54:BUR42:RUH41:GAS30:SPA(SouthCoast)25:PAR24:BAL16:WMS12:SPA(NorthCoast)6:NAF6:LIV2
85,1902FallE9,NTH1,KIE17:LON5:NTH5:NWY4:EDI3:DEN3:BEL2:ENC2:YOR2:BAR2:FIN1:BAL1:BRE1:HOL1:SKA1:NWG1
86,1902FallE41,"Series([],Name:location,dtype:int64)",NWY2:NTH1:SKA1:BEL1:BAR1
87,1902FallE4,BEL2:ENC2:NAO1:STP(NorthCoast)1:NTH1:HOL1,ENC24:NWY24:NTH18:FIN16:BEL9:LON7:HOL6:SWE3:STP(NorthCoast)3:WAL2:NWG2:NAO2:DEN1:YOR1:BRE1:EDI1:SKA1:IRS1:BAR1:STP1
88,1902FallF0,MAO2088:BUR1766:PIC1361:MAR1266:BEL1185:SPA1105:GAS906:ENC888:GOL816:SPA(SouthCoast)781:BRE700:PAR543:POR536:RUH207:WMS169:PIA156:HOL137:IRS101:MUN59:WAL56:LON39:SPA(NorthCoast)33:NAO26:NTH19:TYR17:BER15:SIL14:VEN11:KIE11:NAF11:TUN10:LVP10:TUS5:TYS4:EDI2:DEN2:BOH2:ROM2:NWY1:YOR1:APU1:NWG1,MAO10780:MAR8675:BUR8190:PIC7717:SPA7336:PAR5484:BRE5432:BEL5062:POR4895:GAS4885:GOL3925:SPA(SouthCoast)3643:ENC3594:PIA1108:WMS854:RUH772:IRS445:HOL419:SPA(NorthCoast)365:MUN334:WAL195:NAO184:LON130:TYR103:NAF85:TUS76:TUN60:SIL56:BER51:NTH49:VEN41:KIE35:LVP23:TYS21:BOH19:YOR9:ROM6:NWG6:CLY4:APU3:EDI2:DEN2:TRI1:NWY1
89,1902FallF9,"Series([],Name:location,dtype:int64)",BEL21:MAR19:ENC16:BUR3:GOL3:GAS2:MAO2:TYS1:BRE1:SPA(SouthCoast)1:PIC1:POR1:SPA1
90,1902FallF41,"Series([],Name:location,dtype:int64)","Series([],Name:location,dtype:int64)"
91,1902FallF4,BUR1:GAS1:ENC1,BUR20:BEL13:MAO12:PIC9:ENC7:GOL6:BRE6:PIA4:POR4:MAR3:GAS3:SPA3:WMS2:TYR2:SPA(SouthCoast)2:RUH2:TUS1:NAF1:TYS1:VEN1:NAO1:MUN1:BER1:PAR1
92,1902FallI0,IOS1370:VEN1073:TYS650:TUN637:TYR592:TRI471:APU375:PIA279:VIE264:NAP255:WMS215:GRE213:EMS169:ALB164:ROM125:AES98:MAR96:TUS92:SER61:NAF61:ADS53:BUD42:BOH34:MUN33:GAS17:GOL13:BUL8:BUR6:BUL(SouthCoast)3:BER3:SPA3:SIL2:GAL2:RUH1:CON1:KIE1,VEN10965:IOS10840:TUN7112:TYS6510:PIA3938:APU3926:TYR3839:NAP3091:ROM2787:WMS2704:TRI2189:TUS2060:GRE1412:EMS1095:NAF960:VIE830:ALB758:MAR753:ADS557:AES545:BOH384:GOL297:MUN240:SER205:BUD154:GAS100:SPA67:BUR33:BUL25:BER21:SIL21:SYR19:GAL18:BUL(SouthCoast)15:RUH11:KIE7:MAO7:SPA(SouthCoast)5:CON3:SMY2
93,1902FallI9,"Series([],Name:location,dtype:int64)",VEN30:APU20:TUN9:IOS9:PIA7:TYS4:TUS3:NAF3:ADS2:SYR2:ROM2:TYR2:EMS1:BOH1:WMS1:MUN1:AES1:ALB1:GRE1
94,1902FallI41,"Series([],Name:location,dtype:int64)",VEN5:ALB1:TYS1:AES1:TYR1:GRE1:WMS1:IOS1:PIA1
95,1902FallI4,"Series([],Name:location,dtype:int64)",VEN28:TRI18:PIA16:GRE12:IOS9:TYR8:WMS6:TYS5:APU5:VIE4:TUN4:ALB3:EMS3:TUS3:MAO1:ROM1:NAF1:KIE1:NAP1:RUH1:MUN1:BOH1
96,1902FallG0,DEN2183:HOL2060:MUN1620:BEL1349:KIE1325:RUH1289:BAL1037:SIL773:BUR717:SWE609:PRU556:BER535:HEL501:NTH225:SKA172:TYR171:BOH112:PIC110:NWY68:WAR59:LIV50:PAR30:VIE28:GAS28:MAR18:MOS14:FIN13:VEN13:GOB11:GAL10:YOR9:ENC7:TRI4:EDI4:SPA4:LON3:TUS2:NWG2:PIA2:STP2:ROM2:UKR1:APU1:RUM1:BUD1,DEN11225:HOL10968:MUN10419:KIE7895:RUH6946:BEL6103:BER4755:BAL4050:SIL3419:HEL2596:SWE2404:BUR2267:PRU2241:BOH977:TYR970:SKA683:NTH644:PIC426:WAR277:VIE217:GAS172:LIV172:NWY133:PAR133:MAR107:GAL80:GOB73:MOS69:FIN56:VEN45:ENC40:YOR30:STP26:PIA24:TRI17:SPA15:BRE14:UKR12:LON10:EDI8:BUD6:NWG6:ROM4:TUS4:WAL2:APU2:ALB1:RUM1
97,1902FallG9,MUN1,TYR16:MUN13:RUH9:BEL8:HOL7:BER7:DEN7:BUR3:HEL3:SIL2:BAL2:KIE1:SKA1:PRU1
98,1902FallG41,"Series([],Name:location,dtype:int64)",DEN3:RUH2:SWE1:PRU1:MUN1:HOL1:BAL1
99,1902FallG4,BUR2:SWE2:RUH1:BEL1:MUN1:NWY1,DEN36:MUN35:BUR21:BEL16:HOL11:BAL10:BER9:SWE8:SIL8:HEL5:PRU4:RUH4:TYR4:WAR3:KIE2:SKA2:NWY1:GOB1:VIE1:BOH1:GAL1:LIV1
100,1902FallA0,SER2099:BUD1667:GRE1657:TRI1464:GAL1025:VIE962:RUM855:ALB669:BUL616:TYR443:ADS414:AES238:VEN196:IOS181:BOH148:UKR79:APU59:BUL(SouthCoast)57:WAR28:SIL26:ROM25:SEV23:MUN18:MOS9:EMS8:TYS5:LIV5:PIA4:TUN4:NAP3:CON2:TUS1:KIE1:BUR1:ARM1,SER10367:BUD9722:TRI9252:VIE7083:GRE6654:ALB4417:GAL4362:RUM3160:ADS2687:TYR2250:BUL1496:VEN1066:BOH1039:IOS1019:AES664:UKR355:APU242:BUL(SouthCoast)235:WAR191:MUN111:SIL106:SEV93:ROM59:PIA42:EMS32:NAP31:LIV31:TUN29:MOS28:TYS16:TUS9:BER7:PRU5:CON5:KIE3:BUR3:RUH2:ARM2:MAR1
101,1902FallA9,BUL1:GAL1,GAL2:GRE2:BUL1
102,1902FallA41,"Series([],Name:location,dtype:int64)",VIE1:VEN1
103,1902FallA4,ALB3:RUM1:GRE1:TRI1:GAL1,TRI108:BUD81:SER80:ALB69:RUM65:ADS55:VEN39:APU36:GRE36:VIE34:GAL34:IOS34:BOH10:TYR9:UKR8:WAR5:NAP4:SIL3:PIA2:AES2:ROM1:MUN1:TUN1:BER1
104,1902FallT0,BUL3068:BLA2614:AES2254:CON2208:GRE1468:ARM1135:RUM968:SER786:EMS702:ANK693:SEV564:SMY556:BUL(SouthCoast)101:ALB81:BUL(EastCoast)58:MOS58:UKR52:IOS28:GAL26:BUD11:SYR6:TRI5,BUL11260:CON11151:BLA9088:AES8426:ANK5245:ARM4563:GRE4479:SMY4393:RUM2653:SER2217:EMS2202:SEV1826:BUL(SouthCoast)327:ALB257:BUL(EastCoast)233:UKR199:MOS113:IOS96:GAL69:SYR64:BUD26:TRI7:WAR1
105,1902FallT9,ANK1,CON18:BLA8:ARM8:SMY7:AES7:ANK7:BUL2:SYR2:SEV1:IOS1:EMS1:GAL1
106,1902FallT41,"Series([],Name:location,dtype:int64)",SMY1:CON1:SEV1
107,1902FallT4,RUM3:SER1:GRE1,RUM9:SER7:GRE2:BUL1
108,1902FallR0,RUM2325:SWE2121:SEV1972:GAL1483:NWY1210:UKR1199:WAR1187:BLA1083:STP669:GOB448:MOS426:SIL406:BUD396:STP(NorthCoast)391:FIN376:ARM298:BAL287:LIV254:PRU252:BAR139:DEN139:VIE122:BUL101:STP(SouthCoast)96:BOH94:BER88:SKA46:BUL(EastCoast)33:ANK25:SER23:CON17:MUN8:SMY6:KIE5:SYR4:AES4:TYR3:TRI2,SEV9673:SWE8927:RUM8604:WAR8089:UKR7193:GAL5652:GOB4832:NWY3830:MOS3651:STP3473:BLA3454:FIN1869:SIL1809:LIV1758:BAL1757:STP(NorthCoast)1490:PRU1366:STP(SouthCoast)1258:BUD1020:ARM981:BOH458:VIE451:BAR424:DEN395:SKA366:BER256:BUL205:BUL(EastCoast)112:CON82:ANK82:SER68:MUN55:TYR33:KIE31:SYR22:SMY15:AES12:TRI11:NWG7:RUH2:NTH2:GRE1:IOS1
109,1902FallR9,SWE2:NWY1:PRU1,SWE24:NWY8:RUM4:SEV3:STP1:PRU1:WAR1:GAL1:MUN1:CON1:NTH1:ARM1
110,1902FallR41,"Series([],Name:location,dtype:int64)",RUM1
111,1902FallR4,BLA1:MOS1:SEV1,GOB106:WAR68:SEV52:SWE47:GAL44:BAL40:UKR39:LIV30:PRU25:SIL23:FIN16:NWY12:RUM11:BLA8:STP(SouthCoast)7:ARM7:MOS7:BOH5:BUD4:SKA4:STP(NorthCoast)4:STP3:VIE3:DEN2:BER2:MUN1:TYR1:BAR1:BUL(EastCoast)1:NTH1:NWG1
112,1903SpringE0,NTH1147:LON1121:NWY864:EDI766:ENC488:BEL464:SWE460:LVP341:DEN322:SKA279:BAR253:NWG237:STP(NorthCoast)217:HOL214:MAO190:STP164:YOR158:BRE136:HEL107:IRS104:WAL88:PIC62:FIN59:NAO45:KIE42:MOS26:POR17:SPA(SouthCoast)16:PAR14:BAL12:RUH7:CLY5:SPA(NorthCoast)5:WMS3:BUR3:MAR2:GAS2:SPA1:NAF1:LIV1:MUN1,NTH5715:LON5338:NWY4514:EDI3259:ENC2758:LVP1997:SWE1723:NWG1642:BEL1544:YOR1254:SKA1237:DEN1210:BAR1151:STP(NorthCoast)1040:WAL890:HOL722:STP700:MAO634:BRE504:IRS467:HEL339:PIC337:FIN314:NAO214:KIE113:MOS59:POR44:CLY41:PAR34:BAL27:RUH22:SPA(SouthCoast)21:SPA(NorthCoast)17:GOL16:GAS13:BUR12:LIV8:GOB7:WMS6:MAR3:BER2:NAF2:TUN2:MUN2:SPA1:TYS1
113,1903SpringE9,LON7:NTH6:ENC5:NWY4:EDI4:MAO3:BEL3:NWG3:DEN2:HOL2:BRE2:LVP1:PIC1:GAS1:IRS1:STP(NorthCoast)1:YOR1:HEL1,NTH95:ENC74:LON62:EDI60:DEN33:NWY27:NWG24:HEL23:YOR22:SWE20:BEL18:BER16:SKA13:LVP13:HOL13:WAL11:BRE11:MAO7:BAR6:IRS6:PIC6:KIE5:FIN3:POR2:STP(NorthCoast)2:GAS1:CLY1:BAL1:WMS1
114,1903SpringE41,"Series([],Name:location,dtype:int64)",NTH8:LON5:EDI5:NWG5:SKA3:YOR3:HOL2:HEL2:WAL2:BAR2:BEL1:NWY1:KIE1:STP1:DEN1:ENC1
115,1903SpringE4,NTH49:LON40:NWY30:EDI27:NWG21:FIN20:SWE17:DEN16:BAR13:BEL13:ENC13:LVP11:HOL11:STP(NorthCoast)9:SKA9:STP6:YOR6:MAO5:WAL5:BRE4:HEL3:IRS2:KIE2:PIC2:CLY1:RUH1,NTH432:LON389:NWY341:EDI236:ENC210:LVP169:YOR152:SWE142:BEL126:NWG112:SKA106:HOL81:DEN79:BAR72:MAO69:STP(NorthCoast)67:WAL60:STP60:HEL38:FIN31:IRS28:BRE27:KIE22:NAO20:PIC18:NAF18:MOS4:POR3:PAR3:BUR3:CLY2:BAL2:MAR1:MUN1:RUH1
116,1903SpringF0,MAR776:BEL739:BUR715:BRE618:PAR536:PIC497:MAO487:ENC414:WMS336:POR313:SPA303:GOL285:GAS209:SPA(SouthCoast)188:PIA167:IRS161:RUH133:WAL100:TYS88:NAF83:MUN76:NAO60:TUS54:LON36:SPA(NorthCoast)32:HOL24:BER21:NTH16:TUN13:VEN11:TYR10:LVP7:KIE6:SIL5:CLY2:BOH1:ROM1,MAR4917:BUR3797:BRE3779:PAR3650:PIC2996:BEL2863:MAO2671:POR2327:SPA2193:GAS1783:ENC1742:WMS1393:GOL1253:SPA(SouthCoast)1143:PIA807:IRS656:RUH592:TYS333:NAF314:WAL292:NAO286:MUN268:SPA(NorthCoast)210:TUS204:TYR124:LON103:TUN68:LVP64:HOL64:NTH59:BER45:VEN40:SIL30:KIE24:ROM9:BOH9:CLY8:YOR6:NWG6:TRI2:VIE2:EDI2:WAR1:SKA1:HEL1:APU1
117,1903SpringF9,BEL7:BUR6:SPA6:MAO5:BRE5:WMS5:MAR4:RUH4:GOL3:TYS2:IRS2:NAF2:GAS2:ENC1:MUN1:PAR1:PIC1:SPA(SouthCoast)1:TUS1:PIA1,MAR90:BRE71:PAR56:BUR52:POR45:MAO45:PIC40:BEL38:SPA27:WMS23:TYS21:SPA(SouthCoast)20:GAS20:ENC19:GOL17:PIA11:NAF8:RUH8:IRS5:WAL4:SPA(NorthCoast)4:MUN4:TUS3:NAO2:KIE2:HOL2:TUN1:TYR1
118,1903SpringF41,MAR6:HOL5:BUR4:BRE4:SPA3:BEL3:PAR3:MUN2:GOL1:TUN1:WMS1:POR1:MAO1:PIC1:RUH1:PIA1:NAF1:NAO1:SPA(SouthCoast)1:NTH1:ENC1,MAR14:BRE11:BEL11:BUR9:PAR8:HOL7:PIA5:MUN5:ENC5:SPA4:WMS3:POR3:RUH3:LON3:IRS3:GOL2:BER2:PIC2:MAO2:NTH1:NAO1:SPA(NorthCoast)1:VEN1:TYS1:NAF1:SPA(SouthCoast)1:TUS1:GAS1:TUN1
119,1903SpringF4,PIC46:ENC44:MAO42:BEL39:MAR35:BRE26:BUR25:PIA21:TYS20:PAR18:SPA17:WMS13:POR12:GOL11:GAS9:SPA(SouthCoast)8:IRS7:NAO6:NAF5:RUH5:WAL5:MUN5:LVP4:HOL3:TUS3:TUN2:LON1:NTH1:SPA(NorthCoast)1,MAR370:BUR314:BRE305:PIC277:PAR271:BEL259:MAO217:SPA169:ENC167:POR156:WMS135:GAS113:PIA93:GOL88:TYS78:RUH52:SPA(SouthCoast)52:MUN38:IRS29:NAF26:WAL17:NAO16:TUS11:HOL8:LVP7:TUN6:SPA(NorthCoast)5:NTH4:TYR4:KIE2:VEN2:LON2:WAR1:BER1:CLY1:SIL1:NAP1
