,in,out1,out2
11,1901FallA,"armyBUD2553,GRE2390,armyVIE2161,ALB1504,armyTRI929,fleetTRI695,RUM622,SER549,TRI498,BUD413,GAL341,BUL265,VEN204,VIE187,TYR114,IOS108,UKR71,WAR54,ADS50,SEV46,APU39,BOH37,MUN27,NAP20,ARM17,SIL13,BLA11,CON6,PRU5,PIA4,BUR1,","armyBUD12598,GRE10708,armyVIE10205,ALB7614,armyTRI4612,SER3916,TRI3670,BUD3250,RUM2248,VIE2171,fleetTRI2163,GAL1706,BUL1213,ADS1136,VEN1096,TYR896,IOS790,UKR473,APU328,BOH270,WAR259,NAP203,SEV197,MUN196,SIL105,ARM64,BLA62,PIA56,PRU26,CON19,MAR16,BUR9,TUS1,ANK1,RUH1,"
12,1901FallT,"fleetSMY3120,BUL2207,GRE1605,armyCON1422,BLA1346,armyANK1303,CON1244,fleetCON1082,RUM884,SEV571,ARM477,armySMY456,fleetANK449,AES391,SER307,BUL(SouthCoast)181,ANK166,SMY108,BUD81,BUL(EastCoast)67,GAL59,UKR52,APU24,IOS20,ALB12,NAP7,BULVIACONVOY3,SYR2,MUN1,","fleetSMY13389,BUL7236,BLA5872,CON5851,GRE4936,armyANK4562,armyCON4485,fleetCON4061,RUM2947,fleetANK2241,armySMY2103,AES2035,ARM1997,SEV1912,ANK1052,SER1007,SMY889,BUL(SouthCoast)633,BUL(EastCoast)263,BUD226,UKR178,GAL154,IOS82,APU79,ALB57,SYR39,NAP28,BULVIACONVOY8,TRI4,MUN1,RUMVIACONVOY1,"
13,1901FallR,"SWE4082,RUM3487,armyWAR2555,armyMOS1960,fleetSTP(NorthCoast)1947,UKR1885,armySTP913,GAL893,armySEV887,SEV775,fleetSEV661,BLA388,WAR353,BUD337,NWY333,VIE310,FIN310,LIV302,fleetSTP(SouthCoast)268,GOB164,ARM153,SIL145,STP119,PRU114,BAL103,BER97,BOH74,MOS73,BUL(EastCoast)68,CON54,TYR43,ANK41,MUN32,SER30,BUL17,BUR5,STP(SouthCoast)1,","SWE15497,RUM12466,armyWAR8636,armyMOS7658,UKR7169,fleetSTP(NorthCoast)5987,GAL4595,armySTP4297,SEV4229,armySEV2966,fleetSEV2239,WAR2118,LIV1754,BLA1697,GOB1549,FIN1359,fleetSTP(SouthCoast)1190,NWY1133,VIE1115,BUD1027,PRU852,SIL770,STP685,BAL683,ARM610,MOS577,BER286,BOH231,BUL(EastCoast)217,SER163,TYR151,MUN150,BUL135,ANK135,CON117,BUR37,STP(SouthCoast)16,TRI4,DEN2,RUMVIACONVOY2,"
14,1902SpringE,"NTH1608,ENC1133,NWY975,LON813,NWG746,SKA722,SWE608,YOR480,EDI463,IRS395,BEL351,BAR349,HOL327,DEN303,WAL261,HEL252,STP228,STP(NorthCoast)201,PIC200,FIN145,MAO113,KIE77,BRE70,NAO67,RUH56,GOB54,BUR53,MUN22,PAR21,LVP19,SPA(SouthCoast)16,GAS14,CLY11,POR10,BAL9,LIV2,WMS1,NAF1,MAR1,SPA(NorthCoast)1,","NTH8490,NWY5836,ENC5649,LON5253,NWG4392,SKA3871,YOR3782,EDI2911,SWE2477,BAR2197,IRS2098,BEL1970,WAL1702,DEN1602,HOL1300,PIC1106,HEL1064,STP(NorthCoast)1023,STP975,FIN969,MAO606,NAO451,BRE375,GOB272,LVP245,KIE240,BUR221,RUH176,CLY146,MUN117,POR63,PAR50,GAS50,SPA(SouthCoast)44,BAL41,NAF39,WMS21,STPVIACONVOY16,SPA(NorthCoast)10,LIV8,MAR3,LONVIACONVOY2,BER1,SPA1,BELVIACONVOY1,PRU1,"
15,1902SpringF,"MAO2248,BUR1879,PIC1518,MAR1202,GAS1091,GOL1028,ENC931,SPA892,SPA(SouthCoast)839,POR476,PAR471,BEL417,RUH287,BRE280,HOL202,WMS200,PIA171,IRS103,WAL68,MUN64,NTH44,YOR43,BER36,SPA(NorthCoast)35,KIE35,NAO29,LON24,TYR24,TRI21,SIL17,NAF15,LVP12,EDI12,TUN10,DEN10,TUS10,VEN10,BOH5,TYS5,NWY4,NWG3,ROM2,HEL2,BELVIACONVOY1,VIE1,APU1,PRU1,","MAO11981,BUR9364,PIC8132,MAR6822,GAS6238,GOL5187,SPA5123,POR4092,SPA(SouthCoast)3994,ENC3837,PAR3317,BEL2060,BRE1820,RUH1230,PIA1174,WMS1009,HOL685,IRS537,SPA(NorthCoast)362,WAL283,NAO237,LON210,MUN209,TYR197,NTH142,YOR130,KIE119,SIL100,BER99,NAF94,TUN81,TUS76,BOH54,TRI53,VEN40,DEN37,LVP32,EDI30,TYS23,NWG9,CLY9,ROM7,NWY7,HEL5,APU5,PRU2,VIE2,SKA1,SPAVIACONVOY1,BELVIACONVOY1,"
16,1902SpringI,"IOS1284,TYS716,VEN677,TRI619,TYR522,TUN389,APU379,WMS373,NAP257,ALB251,PIA247,VIE224,EMS217,GRE137,AES134,TUS113,SER108,BUD100,ADS83,NAF69,ROM67,BOH66,BUL52,MAR51,GAL32,GAS26,MUN23,GOL22,BUR18,RUM15,SPA8,CON4,BER4,SIL4,BUL(SouthCoast)3,RUH3,KIE2,SMY1,","IOS9342,TYS7294,VEN5229,TUN4648,WMS4179,TYR4045,APU3779,TRI3187,PIA3165,NAP1994,TUS1857,EMS1404,ALB1298,ROM1194,NAF1174,VIE1003,GRE976,ADS827,AES739,BOH574,MAR538,SER466,GOL412,BUD293,MUN282,BUL209,GAL166,GAS146,BUR102,RUM97,SPA92,SIL46,BER36,CON36,BUL(SouthCoast)26,RUH23,KIE18,SMY14,SPA(SouthCoast)5,WAR4,SYR4,BLA3,PAR2,UKR2,PRU1,MAO1,ALBVIACONVOY1,BEL1,BUL(EastCoast)1,BAL1,TUSVIACONVOY1,"
17,1902SpringG,"KIE1454,RUH1425,BAL1330,BEL1093,MUN1000,BUR955,SIL946,HOL880,DEN736,HEL697,PRU676,SWE604,BER310,NWY286,NTH254,SKA199,TYR193,PIC177,BOH116,YOR62,VIE58,LIV52,WAR49,GAS47,LON42,GOB33,GAL27,EDI26,PAR26,TRI26,ENC25,PIA24,MOS21,MAR21,FIN18,WAL15,VEN15,BRE10,STP5,SPA4,NWG4,BUD4,RUM2,ROM2,TUS2,STP(SouthCoast)1,APU1,UKR1,ADS1,MAO1,","RUH7894,KIE7499,BEL5742,MUN5701,BAL5324,HOL4930,SIL4075,DEN3664,HEL3651,BUR3423,PRU2693,SWE2322,BER2279,TYR1219,NWY1076,BOH1052,SKA911,NTH847,PIC766,VIE378,GAS246,WAR221,GOB193,LIV192,GAL180,YOR158,LON133,ENC109,MAR106,PIA99,MOS98,PAR87,VEN80,EDI75,FIN73,TRI68,WAL51,BRE50,STP37,BUD30,UKR17,SPA16,NWG11,ROM5,ALB4,TUS4,RUM4,APU4,DENVIACONVOY3,KIEVIACONVOY2,STP(SouthCoast)1,SEV1,ADS1,MAO1,"
18,1902SpringA,"SER1703,GAL1233,BUD1069,RUM997,BUL983,TRI865,ALB806,GRE795,VIE739,TYR537,ADS418,AES347,IOS259,VEN192,BOH189,UKR171,BUL(SouthCoast)84,APU79,SEV49,ARM39,SIL36,TUN32,MUN30,ROM28,WAR20,MOS14,CON13,EMS11,BLA11,PIA10,LIV9,NAP8,TYS7,MAR4,ANK3,SMY3,BUL(EastCoast)2,BUR2,TUS2,BEL1,KIE1,BAL1,BER1,","SER7006,BUD5894,TRI5767,GAL5132,ALB4706,VIE4654,RUM3992,GRE3953,BUL3323,TYR2709,ADS2384,IOS1312,BOH1203,VEN1101,AES1067,UKR715,BUL(SouthCoast)405,APU392,SEV211,MUN201,SIL193,TUN151,ARM107,WAR100,PIA97,CON85,ROM79,BLA66,NAP66,EMS47,LIV44,MOS41,KIE24,TYS21,TUS21,BER17,PRU16,BUL(EastCoast)15,BUR15,MAR12,SMY11,ANK9,RUH6,BEL1,BAL1,"
19,1902SpringT,"BUL3236,AES2732,CON1713,ARM1440,RUM1394,SER1222,GRE1090,EMS957,BLA867,ANK706,SEV668,SMY254,ALB135,BUL(SouthCoast)118,BUD113,UKR102,MOS72,GAL62,BUL(EastCoast)60,IOS38,VEN18,TRI13,VIE7,SYR6,TUN6,WAR5,APU4,NAP3,RUMVIACONVOY1,TYR1,","BUL11296,AES10892,CON7169,ARM5144,RUM4183,GRE3770,BLA3687,SER3432,ANK3207,EMS3206,SEV2093,SMY1760,BUL(SouthCoast)400,UKR397,ALB373,BUD358,BUL(EastCoast)275,GAL195,MOS160,IOS147,SYR60,VEN39,TUN37,TRI35,NAP19,BULVIACONVOY19,VIE17,APU14,WAR8,RUMVIACONVOY2,TYR2,ADS1,"
20,1902SpringR,"RUM2545,GAL2048,NWY1910,UKR1371,SEV1143,BLA1037,SWE873,STP829,STP(NorthCoast)797,WAR679,BUD639,SIL569,FIN455,ARM436,BUL424,BAL382,LIV347,GOB328,PRU326,SER322,MOS303,DEN268,BAR248,BOH174,SKA161,VIE160,BUL(EastCoast)86,BER78,ANK74,CON72,KIE68,TYR54,MUN51,STP(SouthCoast)47,TRI38,GRE38,NTH36,VEN34,SMY13,YOR13,SYR12,EDI10,LON7,AES6,RUMVIACONVOY3,BUL(SouthCoast)2,NWG2,WAL1,HOL1,RUH1,BUR1,HEL1,PIC1,","RUM8731,GAL6733,NWY5903,UKR5862,SEV5224,SWE3995,WAR3584,STP3152,BLA3024,SIL2185,FIN2122,STP(NorthCoast)2108,BAL2015,LIV1894,BUD1863,GOB1863,MOS1832,ARM1556,PRU1485,BUL1237,SER875,BOH791,BAR735,DEN697,SKA617,STP(SouthCoast)558,VIE489,BER266,CON242,KIE241,BUL(EastCoast)220,TYR186,ANK173,NTH163,TRI135,GRE117,MUN95,YOR68,VEN61,SYR50,SMY31,EDI23,RUMVIACONVOY18,AES12,LON12,RUH7,BUR6,NWG4,BUL(SouthCoast)3,HEL3,PIA2,HOL2,PIC1,ALB1,ADS1,WAL1,"
21,1902FallE,"NWY1258,fleetLON1187,NTH960,fleetEDI867,DEN839,armyLON734,BEL635,armyEDI618,SWE617,HOL591,fleetLVP502,YOR501,LON467,SKA398,ENC389,BRE388,MAO344,armyLVP317,EDI273,STP271,STP(NorthCoast)262,PIC241,KIE223,NWG222,BAR211,WAL209,HEL145,IRS121,FIN97,NAO90,BUR64,MOS59,RUH52,BAL41,PAR40,MUN33,POR33,BER24,LVP19,GAS15,GOB14,WMS9,SPA(NorthCoast)9,CLY8,MAR6,SPA4,NAF4,SIL2,PIA1,BELVIACONVOY1,SPA(SouthCoast)1,SEV1,UKR1,LIV1,PRU1,WAR1,","NWY6572,fleetLON5157,NTH4888,LON4100,fleetEDI4057,YOR3232,DEN3090,SWE2799,ENC2793,fleetLVP2729,BEL2715,armyLON2467,armyEDI2233,HOL2159,SKA2042,EDI2000,NWG1856,MAO1756,WAL1652,BRE1570,BAR1440,STP(NorthCoast)1338,STP1307,armyLVP1246,PIC1224,IRS903,FIN733,HEL635,KIE598,NAO573,LVP442,BUR250,RUH206,MOS198,PAR195,BAL173,POR168,CLY123,GOB98,GAS75,MUN61,BER56,SPA(NorthCoast)43,LIV33,WMS29,GOL18,SPA(SouthCoast)18,MAR16,NAF14,SPA9,TUN7,SEV6,WAR3,SIL3,PIA2,TYS2,UKR2,PRU1,BELVIACONVOY1,"
22,1902FallF,"BUR1354,BEL1331,fleetBRE1233,armyPAR1002,PIC835,WMS757,ENC656,MAR647,fleetMAR631,BRE539,MAO514,SPA489,GAS462,IRS422,POR413,MUN408,RUH405,PIA383,armyMAR328,TYS298,PAR278,SPA(SouthCoast)257,WAL247,HOL228,GOL202,NAF202,LON188,TUS178,NAO175,armyBRE138,LVP122,NTH85,TYR75,TUN75,KIE71,VEN33,SPA(NorthCoast)25,YOR25,BER20,NWY20,DEN19,BOH17,SIL11,HEL11,TRI10,EDI9,ROM7,CLY4,NAP1,PRU1,SWE1,BAR1,VIE1,WAR1,NWG1,","BUR7244,BEL5190,armyPAR5176,MAR4670,fleetBRE4448,PIC4127,BRE3698,WMS3462,GAS3448,MAO3158,SPA2802,fleetMAR2769,POR2745,PAR2662,ENC2654,IRS1920,PIA1854,armyMAR1800,RUH1730,SPA(SouthCoast)1521,MUN1266,TYS1259,GOL1118,NAF933,WAL897,armyBRE863,NAO818,TUS769,HOL692,LON652,...,KIE209,VEN168,YOR108,BER103,HEL76,BOH69,TRI65,DEN64,SIL62,ROM47,EDI37,CLY36,NWY27,NWG16,WAR9,VIE8,ADS7,PRU5,IOS4,BAL4,NAP4,APU3,SKA3,BAR3,GAL2,PICVIACONVOY1,SMY1,BUD1,SWE1,BELVIACONVOY1,Name:target,Length:65,dtype:int64"
23,1902FallI,"fleetNAP1032,TUN951,TRI808,armyVEN702,VEN436,IOS430,GRE429,fleetROM387,armyROM363,TYR336,VIE320,ALB298,AES246,GOL234,APU233,BUD208,ADS204,SER184,PIA173,MAR165,TYS157,WMS156,EMS99,MUN98,NAP97,SYR94,SPA(SouthCoast)94,BUL71,TUS67,armyNAP67,SPA64,SMY59,fleetVEN47,ROM47,BOH33,MAO31,GAL28,CON26,BUR25,NAF25,RUM21,SIL12,GAS12,BUL(SouthCoast)10,BER6,PAR6,KIE5,RUH4,SEV3,POR2,UKR1,WAR1,PRU1,BLA1,BEL1,","TUN7163,fleetNAP5978,VEN4579,TRI4066,IOS3159,TYR2930,armyVEN2877,GOL2790,PIA2238,TYS2216,fleetROM2193,armyROM2054,ADS1944,APU1824,GRE1819,ROM1604,WMS1586,ALB1474,TUS1345,VIE1232,NAP1129,EMS1016,AES985,MAR967,SPA(SouthCoast)688,SER648,armyNAP589,SYR563,MUN498,BUD486,...,GAS117,RUM92,CON84,SIL76,BUL(SouthCoast)49,BER45,KIE43,RUH23,PAR21,DEN18,POR17,BRE8,WAR6,BLA6,PRU5,BUL(EastCoast)5,SEV4,IRS4,ENC3,BAL2,HOL2,UKR2,BEL2,YOR1,PIC1,APUVIACONVOY1,ARM1,SWE1,LON1,HEL1,Name:target,Length:69,dtype:int64"
24,1902FallG,"armyBER1362,BEL1248,armyMUN1146,SWE1128,DEN1060,fleetKIE979,HOL962,MUN921,armyKIE860,BUR806,RUH795,NTH586,BAL579,WAR575,KIE543,SIL531,BER370,PRU298,PAR282,fleetBER274,PIC268,HEL261,NWY255,SKA154,LIV142,BOH138,TYR129,GAS112,EDI107,MAR89,...,ENC54,LON40,MOS35,BRE35,TRI33,FIN30,STP(NorthCoast)24,STP24,BUD21,WAL16,YOR14,UKR11,STP(SouthCoast)10,SPA8,NWG8,ADS5,BAR5,ROM4,ALB3,LVP3,SEV3,NAP2,IRS2,CLY2,TUN1,MAO1,SER1,TUS1,APU1,POR1,Name:target,Length:65,dtype:int64","BEL5437,MUN5125,armyBER4954,DEN4524,RUH4494,HOL4281,KIE4148,armyMUN3934,SWE3665,armyKIE3449,fleetKIE3355,BUR3225,BER2496,BAL2454,NTH2336,SIL2272,HEL1887,WAR1667,PRU1295,fleetBER1235,BOH1053,TYR991,PIC968,NWY934,PAR843,SKA729,LIV639,VIE475,GAS363,MAR347,...,STP(NorthCoast)41,STP(SouthCoast)39,SPA33,NWG33,RUM18,DENVIACONVOY16,ADS16,LVP15,BAR9,SEV9,TUS8,ROM8,ALB7,MAO5,APU5,SER4,WMS4,IRS4,NAP3,GOL3,POR2,GRE2,CLY2,KIEVIACONVOY2,NAF1,TUN1,ARM1,SWEVIACONVOY1,BUL1,NAO1,Name:target,Length:76,dtype:int64"
25,1902FallA,"armyVIE1510,RUM1393,armyBUD1291,BUL1224,SER1158,GRE811,BUD792,GAL723,armyTRI659,TRI641,fleetTRI591,VEN498,IOS471,VIE414,AES367,TYR365,ALB260,WAR251,UKR206,ADS158,BUL(SouthCoast)132,BOH111,SIL106,CON97,MUN95,NAP82,SEV76,TUN67,ARM64,ROM57,APU50,SMY41,BLA35,MOS29,KIE19,EMS19,PIA17,PRU15,BUL(EastCoast)12,BUR11,TYS10,TUS9,BER6,MAR6,RUH5,ANK4,STP3,BAR1,GOL1,LIV1,PAR1,","TRI5168,SER5098,armyVIE5036,BUD4696,RUM4482,armyBUD4171,VIE3670,GRE3436,BUL3407,GAL3063,ALB2796,armyTRI2351,VEN2259,TYR2221,IOS1722,fleetTRI1605,ADS1394,AES1006,BOH958,WAR812,UKR760,SIL494,BUL(SouthCoast)469,MUN390,NAP388,APU369,TUN351,SEV312,ARM254,CON228,ROM153,MOS150,BLA150,SMY128,PIA121,PRU107,EMS98,TYS73,TUS57,BER52,BUR51,BUL(EastCoast)34,KIE27,MAR20,RUH17,LIV16,ANK12,STP10,GOL6,WMS2,SYR2,GAS2,DEN1,PAR1,BAR1,NAF1,BAL1,SPA1,"
26,1902FallT,"BUL2492,fleetSMY2182,GRE1964,armyCON1720,RUM1666,SEV1484,SER1328,armyANK1218,CON1184,ARM1170,AES1007,IOS973,fleetCON804,armySMY464,BLA421,EMS387,ANK323,SMY311,ALB264,BUD255,fleetANK234,BUL(SouthCoast)170,MOS154,GAL149,BUL(EastCoast)120,UKR119,TRI69,WAR20,TUN20,VEN18,NAP13,TYR10,SYR9,VIE9,APU9,STP5,LIV4,ADS3,TYS2,SIL2,BULVIACONVOY1,BOH1,CONVIACONVOY1,NWY1,","BUL9141,fleetSMY6294,GRE6022,CON5730,RUM4581,armyCON4256,SEV4073,AES4062,ARM3974,SER3564,armyANK3210,IOS2760,SMY2551,fleetCON2366,BLA1928,ANK1844,armySMY1782,EMS1338,ALB840,fleetANK777,BUL(SouthCoast)679,UKR518,BUD469,MOS396,BUL(EastCoast)379,GAL348,TRI198,SYR104,TUN62,WAR55,NAP52,VEN35,VIE35,TYR34,APU27,STP11,TYS10,LIV8,SIL8,ADS7,BULVIACONVOY6,BOH4,NWY1,RUMVIACONVOY1,PRU1,CONVIACONVOY1,"
27,1902FallR,"RUM2703,armyWAR1893,NWY1544,armyMOS1501,GAL1470,BUD1165,fleetSTP(NorthCoast)1049,SWE975,SEV851,armySEV782,UKR705,STP546,ARM537,WAR487,VIE463,BUL450,BLA435,SIL391,DEN380,armySTP371,BER364,BAL355,fleetSTP(SouthCoast)346,fleetSEV342,PRU337,ANK328,SER324,FIN268,STP(NorthCoast)260,CON240,...,NWG142,BUL(EastCoast)130,NTH121,TYR117,KIE99,TRI91,MUN89,HEL66,SMY51,GRE48,VEN36,STP(SouthCoast)34,BUR28,LON22,SYR20,ALB20,AES15,HOL14,YOR12,BUL(SouthCoast)10,RUH7,EDI6,IOS3,BEL2,TUN2,EMS2,ENC1,RUMVIACONVOY1,WAL1,PAR1,Name:target,Length:66,dtype:int64","RUM8081,armyWAR4842,GAL4798,armyMOS4654,NWY4533,SEV4135,SWE3470,UKR3302,WAR3082,BUD2938,fleetSTP(NorthCoast)2173,STP2068,MOS2068,BAL1684,ARM1674,BLA1629,armySEV1604,SIL1566,LIV1559,FIN1503,GOB1468,PRU1317,armySTP1306,BER1276,VIE1232,BUL1082,DEN979,fleetSTP(SouthCoast)856,SER839,SKA805,...,TRI273,MUN271,TYR257,HEL136,GRE115,SMY111,VEN100,BUR62,AES60,SYR57,ALB51,HOL36,YOR34,LON32,BUL(SouthCoast)25,EDI18,RUH18,IOS7,EMS7,RUMVIACONVOY6,TUN5,BEL5,ENC3,PIA1,PAR1,MAR1,BERVIACONVOY1,APU1,ADS1,WAL1,Name:target,Length:71,dtype:int64"
28,1903SpringE,"NTH1405,NWY1202,LON946,ENC894,EDI653,NWG568,DEN549,SWE548,HOL509,BEL502,YOR491,MAO454,IRS440,SKA423,FIN395,HEL379,PIC348,KIE288,BAR275,WAL263,STP225,BRE192,STP(NorthCoast)168,BUR160,BAL139,NAO133,MOS104,RUH104,POR100,GOB94,LIV81,LVP73,GAS61,PAR48,CLY47,WMS44,SPA(SouthCoast)41,BER30,MUN22,SIL21,SPA(NorthCoast)12,NAF12,MAR11,SPA8,PRU8,WAR6,UKR4,SEV3,TUN3,TYR1,BOH1,GOL1,RUM1,PIA1,STP(SouthCoast)1,GAL1,","NTH6910,NWY5787,LON5187,ENC4228,EDI3380,NWG3077,YOR2742,SWE2673,DEN2576,SKA2131,IRS2100,BEL2006,WAL1954,MAO1765,FIN1559,HOL1545,BAR1493,HEL1445,PIC1354,BRE1070,KIE1055,STP1006,STP(NorthCoast)987,LVP981,NAO904,BAL519,CLY466,BUR447,POR392,RUH340,...,LIV303,GOB289,PAR203,WMS187,SPA(SouthCoast)137,BER136,MUN64,SPA(NorthCoast)61,NAF41,SEV37,UKR28,MAR28,TUN27,SIL27,WAR27,SPA21,PRU15,GOL7,STP(SouthCoast)6,TYS5,GAL4,PIA3,ARM2,RUM2,IOS2,TYR2,BOH2,STPVIACONVOY1,FINVIACONVOY1,NWYVIACONVOY1,Name:target,Length:62,dtype:int64"
29,1903SpringF,"BUR1639,BEL1163,MAO987,PIC921,ENC844,RUH716,MAR662,SPA645,GOL638,GAS532,BRE504,PIA497,WMS486,WAL476,IRS378,TUN358,TYS327,MUN323,SPA(SouthCoast)321,HOL308,LVP308,PAR269,TUS242,NAF214,LON184,NAO184,KIE148,NTH144,TYR139,YOR102,POR99,CLY67,BER62,VEN57,ROM54,NAP51,SIL42,IOS41,DEN35,HEL27,NWG26,EDI25,BOH22,TRI12,SPA(NorthCoast)9,NWY9,APU8,VIE7,BAL2,SWE2,SER2,PRU2,SKA1,MOS1,GRE1,STP(NorthCoast)1,WAR1,","BUR7988,MAO5013,PIC4877,BEL4513,MAR4437,GAS4205,SPA4089,BRE3379,ENC2972,PAR2708,GOL2696,RUH2528,WMS2196,PIA2173,SPA(SouthCoast)1869,WAL1583,IRS1565,POR1474,TUN1392,TYS1218,MUN1181,HOL1065,LVP1013,TUS969,NAF883,LON712,NAO659,TYR514,KIE416,NTH398,...,SIL140,NWG133,NAP127,HEL83,EDI82,DEN82,TRI67,PRU36,APU24,NWY16,VIE15,SKA5,SWE5,GAL4,ADS4,BUD3,MOS3,BAR3,LIV2,SER2,BAL2,NAFVIACONVOY1,GRE1,LVPVIACONVOY1,GASVIACONVOY1,WAR1,EMS1,UKR1,STP(NorthCoast)1,AES1,Name:target,Length:68,dtype:int64"
